college_name,Review,Keyword,compound,neg,neu,pos,sentiment
COEP,The college could foster a stronger sense of belonging and connection among its students.,Neutral_Crowd_Campus_Life,0.3818,0.0,0.822,0.178,Positive
COEP,The college offers high-quality education at an affordable price.,Positive_Value_for_Money,0.0,0.0,1.0,0.0,Neutral
COEP,The college provides a number of scholarships and financial aid options.,Positive_Value_for_Money,0.0772,0.0,0.874,0.126,Positive
VNIT Nagpur,The college provides a number of scholarships and financial aid options.,Positive_Value_for_Money,0.0772,0.0,0.874,0.126,Positive
VNIT Nagpur,"In our course, few people get internships through campus as the recruiting companies are less.",Placements,0.0,0.0,1.0,0.0,Neutral
VNIT Nagpur,"The top roles offered are software engineer, project engineer, IT and financial services, analyst, and graduate engineering trainees",Placements,0.2023,0.0,0.904,0.096,Positive
VNIT Nagpur, Around 90 to 95 percent of students get placed every year with an average package of around 11 LPs in the mechanical engineering branch. The highest package offered in mechanical engineering was 35 LPA last year. VNIT is best for the core branches like mechanical and civil.,Placements,0.7717,0.0,0.87,0.13,Positive
VNIT Nagpur,"82% of students in the mechanical department got placed. The highest salary was 13 LPA, and the lowest was 2 LPA.",Placements,-0.3818,0.12,0.88,0.0,Negative
VNIT Nagpur," The highest salary package in mechanical engineering was 18.5 LPA, with an average ranging from 8.5 LPA to 11.5 LPA.",Placements,0.0,0.0,1.0,0.0,Neutral
VNIT Nagpur,"Positive comments on Wi-Fi, library, labs, and hostel facilities.",Infrastructure,0.5574,0.0,0.69,0.31,Positive
VNIT Nagpur,"The hostel is quite good, well maintained and spacious (after Covid). Facilities like a night canteen and indoor sports are available in all the hostel blocks. The food quality in the mess and canteen is pretty average. The infrastructure of our college is decent. In the metallurgical and material engineering, all the facilities required to excel in the stream are well aptly provided. Anyone with the aim of doing well in this stream will surely be pleased with what our college provides.",Infrastructure,0.9608,0.044,0.705,0.25,Positive
VNIT Nagpur,Excellent faculty and strong curriculum. Learned a lot during my time here.,"Academics,Facilities,Placements",0.7906,0.0,0.562,0.438,Positive
VNIT Nagpur,The hostel life was a great experience. Made lifelong friends.,"Hostel Life,Campus Culture",0.802,0.0,0.493,0.507,Positive
VNIT Nagpur,The location near Ambazari Lake is beautiful and peaceful.,"Location,Ambazari Lake",0.7964,0.0,0.496,0.504,Positive
VNIT Nagpur,"The workload can be challenging at times, but it prepares you well for the future.","Academics,Preparation",0.4497,0.0,0.767,0.233,Positive
VNIT Nagpur,The college provides good opportunities for extracurricular activities.,"Extracurricular Activities,Clubs",0.6705,0.0,0.522,0.478,Positive
VNIT Nagpur,The alumni network is strong and supportive.,"Alumni Network,Support",0.6705,0.0,0.476,0.524,Positive
VNIT Nagpur,"The placements are good, but could be better for some branches.","Placements,Branch Specific",0.7003,0.0,0.608,0.392,Positive
VNIT Nagpur,The college is constantly evolving and improving.,"Innovation,Development",0.4215,0.0,0.682,0.318,Positive
VNIT Nagpur,The fees are reasonable compared to other private engineering colleges.,"Fees,Value for Money",0.0,0.0,1.0,0.0,Neutral
VNIT Nagpur,The library has a vast collection of books and resources.,"Library,Resources",0.0,0.0,1.0,0.0,Neutral
MIT-WPU,The faculty at MIT-WPU is exceptional. They are highly knowledgeable and always willing to help,Faculty,0.4019,0.0,0.838,0.162,Positive
MIT-WPU,The professors at MIT-WPU are experts in their fields and provide excellent guidance to students,Faculty,0.5719,0.0,0.791,0.209,Positive
MIT-WPU,Interactions with faculty members at MIT-WPU have been enriching and insightful,Faculty,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,The faculty-student ratio at MIT-WPU allows for personalized attention and mentoring,Faculty,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,MIT-WPU faculty members are approachable and supportivefostering a conducive learning environment,Faculty,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,The placement opportunities provided by MIT-WPU are outstanding. Many top companies visit the campus for recruitment,Placements,0.8126,0.0,0.607,0.393,Positive
MIT-WPU,MIT-WPU has a robust placement cell that assists students in securing internships and job placements,Placements,0.5719,0.0,0.719,0.281,Positive
MIT-WPU,Students at MIT-WPU have access to a wide range of placement opportunities across various industries,Placements,0.3818,0.0,0.833,0.167,Positive
MIT-WPU,The placement record of MIT-WPU speaks volumes about the quality of education and training provided,Placements,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,MIT-WPU ensures that students are well-prepared for interviews and placement processes through workshops and training sessions,Placements,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,The fees at MIT-WPU are on the higher side compared to other colleges but the quality of education justifies the cost,Fees,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,MIT-WPU offers scholarships and financial aid options to deserving students to ease the burden of fees,Fees,-0.1027,0.149,0.722,0.129,Negative
MIT-WPU,The transparency in fee structure at MIT-WPU is appreciated with no hidden costs or surprises,Fees,0.4588,0.113,0.619,0.268,Positive
MIT-WPU,The fees at MIT-WPU are an investment in the future given the excellent facilities and opportunities provided,Fees,0.743,0.0,0.704,0.296,Positive
MIT-WPU,MIT-WPU offers flexible payment options for fees making education accessible to students from diverse backgrounds,Fees,0.2263,0.0,0.881,0.119,Positive
MIT-WPU,The infrastructure of MIT-WPU is modern and well-maintained. The campus is equipped with state-of-the-art facilities,Infrastructure,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,MIT-WPU constantly upgrades its infrastructure to provide students with the best learning environment,Infrastructure,0.6369,0.0,0.741,0.259,Positive
MIT-WPU,The campus of MIT-WPU is spacious and conducive to academic and extracurricular activities,Infrastructure,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,The laboratories at MIT-WPU are equipped with the latest technology and instruments,Infrastructure,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,MIT-WPU provides a Wi-Fi enabled campus with high-speed internet connectivity,Infrastructure,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,Life at MIT-WPU is vibrant and engaging. There are numerous clubs and activities to participate in,Campus Life,0.7003,0.0,0.707,0.293,Positive
MIT-WPU,MIT-WPU organizes cultural festivals and events that add color and vibrancy to campus life,Campus Life,0.3612,0.0,0.839,0.161,Positive
MIT-WPU,Students at MIT-WPU form close-knit communities through various clubs and interest groups,Campus Life,0.4588,0.0,0.786,0.214,Positive
MIT-WPU,The campus of MIT-WPU is safe and inclusive fostering a sense of belonging among students,Campus Life,0.4404,0.0,0.818,0.182,Positive
MIT-WPU,MIT-WPU encourages students to engage in community service and social initiatives,Campus Life,0.6486,0.0,0.629,0.371,Positive
MIT-WPU,MIT-WPU provides excellent exposure to industry through various guest lectures workshops and industrial visits,Industry Exposure,0.5719,0.0,0.778,0.222,Positive
MIT-WPU,The industry tie-ups of MIT-WPU open doors to internship and job opportunities for students,Industry Exposure,0.3818,0.0,0.833,0.167,Positive
MIT-WPU,Students at MIT-WPU get practical insights into industry practices through real-world projects,Industry Exposure,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,MIT-WPU collaborates with leading companies to offer hands-on training and industry certifications,Industry Exposure,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,Industry experts frequently visit MIT-WPU to share their experiences and insights with students,Industry Exposure,0.296,0.0,0.845,0.155,Positive
MIT-WPU,The curriculum at MIT-WPU is updated regularly to meet industry standards and demands,Curriculum,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,MIT-WPU offers elective courses that allow students to tailor their learning experience according to their interests,Curriculum,0.4404,0.0,0.782,0.218,Positive
MIT-WPU,The curriculum at MIT-WPU emphasizes practical learning and problem-solving skills,Curriculum,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,MIT-WPU encourages interdisciplinary learning through cross-departmental courses and projects,Curriculum,0.4404,0.0,0.734,0.266,Positive
MIT-WPU,The curriculum at MIT-WPU is designed in consultation with industry experts to ensure relevance,Curriculum,0.3818,0.0,0.833,0.167,Positive
MIT-WPU,Placement assistance at MIT-WPU is commendable. The placement cell works tirelessly to ensure every student gets placed in a good company,Placement,0.6705,0.0,0.766,0.234,Positive
MIT-WPU,MIT-WPU provides personalized career counseling and guidance to students to help them make informed career choices,Placement,0.4019,0.0,0.847,0.153,Positive
MIT-WPU,The alumni network of MIT-WPU provides valuable connections and support in the job search process,Placement,0.7003,0.0,0.691,0.309,Positive
MIT-WPU,The placement process at MIT-WPU is transparent and fair giving equal opportunities to all students,Placement,0.743,0.0,0.622,0.378,Positive
MIT-WPU,MIT-WPU conducts mock interviews and group discussions to prepare students for placement rounds,Placement,-0.4215,0.189,0.811,0.0,Negative
MIT-WPU,MIT-WPU offers great internship opportunities with reputed companies allowing students to gain practical experience in their field,Internship Opportunities,0.8779,0.0,0.581,0.419,Positive
MIT-WPU,The internship programs at MIT-WPU provide students with exposure to real-world challenges and scenarios,Internship Opportunities,0.0772,0.0,0.909,0.091,Positive
MIT-WPU,MIT-WPU assists students in securing internships that align with their career goals and aspirations,Internship Opportunities,0.3182,0.0,0.85,0.15,Positive
MIT-WPU,Internship experiences at MIT-WPU are highly valued by employers for their practical relevance and learning outcomes,Internship Opportunities,0.4927,0.0,0.824,0.176,Positive
MIT-WPU,The internship coordinators at MIT-WPU provide guidance and support to students throughout their internship period,Internship Opportunities,0.4019,0.0,0.838,0.162,Positive
MIT-WPU,There are plenty of extracurricular activities available at MIT-WPU to enhance overall development,Extracurricular Activities,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,Extracurricular activities at MIT-WPU range from sports and cultural events to technical competitions and social initiatives,Extracurricular Activities,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,Participation in extracurricular activities at MIT-WPU helps students develop leadership and teamwork skills,Extracurricular Activities,0.3818,0.0,0.822,0.178,Positive
MIT-WPU,MIT-WPU encourages students to take part in national and international events and competitions,Extracurricular Activities,0.4404,0.0,0.805,0.195,Positive
MIT-WPU,The accreditation of MIT-WPU by NAAC with an 'A' grade reflects its commitment to quality education and excellence,Accreditation,0.7717,0.0,0.705,0.295,Positive
MIT-WPU,Accreditation ensures that the academic programs offered by MIT-WPU meet stringent quality standards,Accreditation,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,MIT-WPU undergoes regular quality assessments to maintain its accreditation status,Accreditation,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,The accreditation of MIT-WPU enhances the credibility of degrees awarded by the institution,Accreditation,0.4019,0.0,0.816,0.184,Positive
MIT-WPU,Students at MIT-WPU benefit from the academic rigor and quality assurance measures enforced due to accreditation,Accreditation,0.6597,0.0,0.722,0.278,Positive
MIT-WPU,The facilities provided by MIT-WPU are top-notch including well-equipped labs libraries and sports facilities,Facilities,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,MIT-WPU invests in maintaining and upgrading its facilities to ensure a conducive learning environment,Facilities,0.3818,0.0,0.822,0.178,Positive
MIT-WPU,The facilities at MIT-WPU cater to the diverse needs of students providing ample resources for academic and extracurricular activities,Facilities,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,MIT-WPU ensures accessibility and inclusivity through facilities designed for students with disabilities,Facilities,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,The facilities management team at MIT-WPU ensures cleanliness and maintenance of campus facilities round the clock,Facilities,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,The admission process at MIT-WPU is smooth and efficient. The staff guide applicants at every step making it hassle-free,Admission Process,0.4215,0.0,0.865,0.135,Positive
MIT-WPU,MIT-WPU conducts entrance exams and interviews to assess the aptitude and suitability of applicants,Admission Process,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,The admission criteria of MIT-WPU are transparent and merit-based ensuring fair selection of candidates,Admission Process,0.5267,0.0,0.732,0.268,Positive
MIT-WPU,MIT-WPU offers admission to students from diverse backgrounds fostering a culture of inclusivity and diversity,Admission Process,0.0,0.0,1.0,0.0,Neutral
MIT-WPU,The admission team at MIT-WPU provides prompt assistance and guidance to applicants regarding the admission process,Admission Process,0.0,0.0,1.0,0.0,Neutral
VJTI Mumbai,The faculty at VJTI Mumbai is exceptional. They are knowledgeable and always ready to help. The campus infrastructure is also top-notch.,Faculty,0.6369,0.0,0.785,0.215,Positive
VJTI Mumbai,"The faculty members at VJTI Mumbai are approachable and supportive, guiding students throughout their academic journey.",Faculty,0.296,0.0,0.872,0.128,Positive
VJTI Mumbai,"The faculty members at VJTI Mumbai are not only knowledgeable but also approachable, creating a conducive learning environment for students to thrive.",Faculty,0.4215,0.0,0.877,0.123,Positive
VJTI Mumbai,"The faculty at VJTI Mumbai is highly experienced, with many professors actively involved in research and industry collaborations.",Faculty,0.3182,0.0,0.881,0.119,Positive
VJTI Mumbai,"The faculty members at VJTI Mumbai are passionate about their subjects, inspiring students to excel in their studies.",Faculty,0.8481,0.0,0.62,0.38,Positive
VJTI Mumbai,The fees at VJTI Mumbai are reasonable compared to other institutions offering similar programs. It's a good value for money.,Fees,0.6486,0.0,0.762,0.238,Positive
VJTI Mumbai,"The transparent fee structure at VJTI Mumbai ensures that students and their families can plan their finances effectively, without any hidden costs or surprises.",Fees,0.5859,0.0,0.821,0.179,Positive
VJTI Mumbai,"The fees structure at VJTI Mumbai is flexible, with options for installment payments and financial assistance for deserving students.",Fees,0.2263,0.0,0.905,0.095,Positive
VJTI Mumbai,"The fees at VJTI Mumbai are affordable, making quality education accessible to a wide range of students.",Fees,0.0,0.0,1.0,0.0,Neutral
VJTI Mumbai,"The fees at VJTI Mumbai are competitive, considering the excellent facilities and faculty expertise provided by the institution.",Fees,0.6597,0.0,0.748,0.252,Positive
VJTI Mumbai,The infrastructure at VJTI Mumbai is modern and well-maintained. The buildings are equipped with state-of-the-art facilities.,Infrastructure,0.0,0.0,1.0,0.0,Neutral
VJTI Mumbai,"VJTI Mumbai invests in state-of-the-art infrastructure to create a conducive environment for learning, research, and innovation.",Infrastructure,0.5719,0.0,0.734,0.266,Positive
VJTI Mumbai,The infrastructure of VJTI Mumbai is continuously upgraded to provide students with the best possible learning facilities.,Infrastructure,0.6369,0.0,0.792,0.208,Positive
VJTI Mumbai,"The campus infrastructure at VJTI Mumbai is impressive, with modern buildings and well-equipped labs.",Infrastructure,0.5106,0.0,0.798,0.202,Positive
VJTI Mumbai,"The infrastructure at VJTI Mumbai is designed to meet the needs of students, providing them with a comfortable and conducive learning environment.",Infrastructure,0.5106,0.0,0.858,0.142,Positive
VJTI Mumbai,Campus life at VJTI Mumbai is vibrant and exciting. There are numerous clubs and activities to participate in.,Campus Life,0.765,0.0,0.708,0.292,Positive
VJTI Mumbai,"Campus life at VJTI Mumbai is enriching, with various cultural and sports events happening throughout the year.",Campus Life,0.0,0.0,1.0,0.0,Neutral
VJTI Mumbai,"Campus life at VJTI Mumbai is dynamic and vibrant, offering students a plethora of opportunities to engage in cultural, social, and academic activities.",Campus Life,0.875,0.0,0.621,0.379,Positive
VJTI Mumbai,The vibrant campus life at VJTI Mumbai offers students numerous opportunities for personal and professional growth.,Campus Life,0.8225,0.0,0.602,0.398,Positive
VJTI Mumbai,The industry exposure at VJTI Mumbai is extensive. Students have the opportunity to interact with professionals and gain real-world insights.,Industry Exposure,0.7351,0.0,0.744,0.256,Positive
VJTI Mumbai,The industry expos organized by VJTI Mumbai provide students with valuable networking opportunities and insights into the latest trends.,Industry Exposure,0.6908,0.0,0.749,0.251,Positive
VJTI Mumbai,The industry expos hosted by VJTI Mumbai bring together leading professionals and experts to share insights and best practices.,Industry Exposure,0.7506,0.0,0.726,0.274,Positive
VJTI Mumbai,"The industry expos organized by VJTI Mumbai serve as a bridge between academia and industry, providing students with valuable insights and networking opportunities.",Industry Exposure,0.6908,0.0,0.778,0.222,Positive
VJTI Mumbai,The curriculum at VJTI Mumbai is comprehensive and covers a wide range of topics relevant to the industry.,Curriculum,0.25,0.0,0.889,0.111,Positive
VJTI Mumbai,"The curriculum at VJTI Mumbai is designed to be industry-relevant, ensuring that students are well-prepared for their future careers.",Curriculum,0.2732,0.0,0.896,0.104,Positive
VJTI Mumbai,"The curriculum at VJTI Mumbai is dynamic, incorporating the latest industry trends and technologies to ensure relevance.",Curriculum,0.6369,0.0,0.743,0.257,Positive
VJTI Mumbai,The curriculum at VJTI Mumbai is designed in consultation with industry experts to ensure that it remains relevant and aligned with industry requirements.,Curriculum,0.3818,0.0,0.894,0.106,Positive
VJTI Mumbai,The placement support provided by VJTI Mumbai is excellent. The placement cell works tirelessly to connect students with top companies.,Placement,0.802,0.0,0.675,0.325,Positive
VJTI Mumbai,"The placement process at VJTI Mumbai is systematic and efficient, with a high percentage of students placed in reputable companies.",Placement,0.4215,0.0,0.865,0.135,Positive
VJTI Mumbai,"The placement assistance provided by VJTI Mumbai includes resume building, interview preparation, and networking opportunities, giving students a competitive edge in the job market.",Placement,0.6908,0.0,0.749,0.251,Positive
VJTI Mumbai,"The placement cell at VJTI Mumbai provides extensive support to students, including internship placements, mock interviews, and career counseling, to help them secure lucrative job offers.",Placement,0.6124,0.086,0.675,0.239,Positive
VJTI Mumbai,"VJTI Mumbai facilitates internships for students in leading companies, giving them hands-on experience in their chosen field.",Internship Opportunities,0.34,0.0,0.87,0.13,Positive
VJTI Mumbai,"Internship opportunities at VJTI Mumbai allow students to apply theoretical knowledge to real-world scenarios, enhancing their practical skills and industry readiness.",Internship Opportunities,0.6705,0.0,0.735,0.265,Positive
VJTI Mumbai,VJTI Mumbai collaborates with industry partners to provide students with internship opportunities that align with their career goals.,Internship Opportunities,0.3818,0.0,0.867,0.133,Positive
VJTI Mumbai,"Internship opportunities at VJTI Mumbai enable students to gain practical experience, build industry connections, and apply classroom knowledge to real-world challenges.",Internship Opportunities,0.743,0.0,0.711,0.289,Positive
VJTI Mumbai,The extracurricular activities at VJTI Mumbai are diverse and engaging. There's something for everyone to participate in.,Extracurricular Activities,0.34,0.0,0.87,0.13,Positive
VJTI Mumbai,"Extracurricular activities at VJTI Mumbai foster leadership skills, teamwork, and personal development, complementing the academic curriculum and shaping well-rounded individuals.",Extracurricular Activities,0.0,0.0,1.0,0.0,Neutral
VJTI Mumbai,The wide array of extracurricular activities at VJTI Mumbai allows students to explore their interests and develop new skills outside the classroom.,Extracurricular Activities,0.25,0.0,0.913,0.087,Positive
VJTI Mumbai,"Extracurricular activities play a vital role in the holistic development of students at VJTI Mumbai, providing them with opportunities to explore their interests and talents outside the classroom.",Extracurricular Activities,0.8807,0.0,0.643,0.357,Positive
VJTI Mumbai,"VJTI Mumbai is accredited by reputable organizations, ensuring the quality and standards of education.",Accreditation,0.2732,0.0,0.861,0.139,Positive
VJTI Mumbai,"The accreditation of VJTI Mumbai adds credibility to the degrees awarded by the institution, enhancing the value of education.",Accreditation,0.6249,0.0,0.769,0.231,Positive
VJTI Mumbai,The accreditation of VJTI Mumbai by renowned accrediting bodies reflects the institution's commitment to academic excellence and quality education delivery.,Accreditation,0.7717,0.0,0.729,0.271,Positive
VJTI Mumbai,The accreditation of VJTI Mumbai by recognized accrediting bodies ensures that the institution meets rigorous standards of quality and excellence in education delivery.,Accreditation,0.4588,0.077,0.772,0.151,Positive
VJTI Mumbai,"The facilities at VJTI Mumbai are top-notch, providing students with everything they need for a comfortable learning experience.",Facilities,0.5106,0.0,0.829,0.171,Positive
VJTI Mumbai,"The modern facilities at VJTI Mumbai contribute to an enriching learning experience, supporting both academic and extracurricular pursuits.",Facilities,0.4404,0.0,0.854,0.146,Positive
VJTI Mumbai,"The facilities at VJTI Mumbai are designed to meet the needs of students, providing them with a conducive environment for learning.",Facilities,0.0,0.0,1.0,0.0,Neutral
VJTI Mumbai,"The modern facilities at VJTI Mumbai are designed to enhance the learning experience, promote research and innovation, and support the overall well-being of students and faculty.",Facilities,0.7845,0.0,0.744,0.256,Positive
Ait pune,The faculty at AIT Pune is highly knowledgeable and supportive.,Faculty,0.3535,0.0,0.785,0.215,Positive
Ait pune,The placement cell at AIT Pune works tirelessly to ensure every student gets placed in a reputable company.,Placements,0.3818,0.0,0.86,0.14,Positive
Ait pune,The fees at AIT Pune are reasonable considering the quality of education provided.,Fees,0.0,0.0,1.0,0.0,Neutral
Ait pune,AIT Pune boasts modern infrastructure with state-of-the-art labs and classrooms.,Infrastructure,0.0,0.0,1.0,0.0,Neutral
Ait pune,Life at AIT Pune is vibrant with various cultural and sports events throughout the year.,Campus Life,0.5267,0.0,0.805,0.195,Positive
Ait pune,AIT Pune provides ample industry exposure through guest lectures and industrial visits.,Industry Exposure,0.0,0.0,1.0,0.0,Neutral
Ait pune,The curriculum at AIT Pune is well-structured and aligned with industry standards.,Curriculum,0.0,0.0,1.0,0.0,Neutral
Ait pune,The placement record of AIT Pune speaks for itself with many students placed in top companies.,Placement,0.2023,0.0,0.893,0.107,Positive
Ait pune,AIT Pune offers numerous internship opportunities with leading organizations.,Internship Opportunities,0.3818,0.0,0.755,0.245,Positive
Ait pune,Extracurricular activities at AIT Pune cater to diverse interests and talents of students.,Extracurricular Activities,0.6124,0.0,0.688,0.312,Positive
Ait pune,AIT Pune is accredited by NAAC ensuring quality education and standards.,Accreditation,0.2732,0.0,0.826,0.174,Positive
Ait pune,AIT Pune provides excellent facilities including libraries sports facilities and more.,Facilities,0.5719,0.0,0.73,0.27,Positive
Ait pune,The faculty members at AIT Pune are approachable and always willing to help.,Faculty,0.4019,0.0,0.816,0.184,Positive
Ait pune,Placement assistance at AIT Pune is comprehensive covering resume building interview preparation and more.,Placement,0.25,0.0,0.867,0.133,Positive
Ait pune,The fees structure at AIT Pune is transparent with no hidden charges.,Fees,-0.5106,0.301,0.699,0.0,Negative
Ait pune,AIT Pune's infrastructure supports hands-on learning with well-equipped labs and workshops.,Infrastructure,0.3612,0.0,0.8,0.2,Positive
Ait pune,Campus life at AIT Pune is dynamic with student clubs and events fostering a sense of community.,Campus Life,0.3818,0.0,0.852,0.148,Positive
Ait pune,AIT Pune collaborates with industry partners to provide practical exposure to students.,Industry Exposure,0.0,0.0,1.0,0.0,Neutral
Ait pune,The curriculum at AIT Pune is designed to enhance both theoretical knowledge and practical skills.,Curriculum,0.0,0.0,1.0,0.0,Neutral
Ait pune,Placements at AIT Pune are driven by a strong network of alumni and industry connections.,Placement,0.5106,0.0,0.798,0.202,Positive
Ait pune,AIT Pune offers internships in various sectors giving students valuable work experience.,Internship Opportunities,0.6705,0.0,0.645,0.355,Positive
Ait pune,Extracurricular activities play a vital role in the holistic development of students at AIT Pune.,Extracurricular Activities,0.5574,0.0,0.723,0.277,Positive
Ait pune,The accreditation of AIT Pune ensures that academic standards are maintained.,Accreditation,0.0,0.0,1.0,0.0,Neutral
Ait pune,AIT Pune's facilities support academic and extracurricular activities effectively.,Facilities,0.6808,0.0,0.556,0.444,Positive
Ait pune,The faculty-student ratio at AIT Pune allows for personalized attention and mentorship.,Faculty,0.0,0.0,1.0,0.0,Neutral
Ait pune,AIT Pune's placement team conducts mock interviews to prepare students for corporate placements.,Placement,-0.4215,0.189,0.811,0.0,Negative
Ait pune,Affordability and quality education go hand in hand at AIT Pune.,Fees,0.7506,0.0,0.584,0.416,Positive
Ait pune,The campus infrastructure of AIT Pune fosters innovation and creativity among students.,Infrastructure,0.6369,0.0,0.658,0.342,Positive
Ait pune,Students at AIT Pune actively participate in campus life events making memories that last a lifetime.,Campus Life,0.3182,0.0,0.859,0.141,Positive
Ait pune,AIT Pune's industry tie-ups ensure that students gain insights into real-world challenges.,Industry Exposure,0.743,0.0,0.552,0.448,Positive
Ait pune,AIT Pune's curriculum is updated regularly to keep pace with industry trends.,Curriculum,0.0,0.0,1.0,0.0,Neutral
Ait pune,Placement drives at AIT Pune are customized to match individual student profiles.,Placement,0.0,0.0,1.0,0.0,Neutral
Ait pune,Internship opportunities at AIT Pune provide practical exposure and skill development.,Internship Opportunities,0.3818,0.0,0.794,0.206,Positive
Ait pune,AIT Pune encourages students to explore their passions through extracurricular activities.,Extracurricular Activities,0.7269,0.0,0.596,0.404,Positive
Ait pune,The accreditation status of AIT Pune adds value to the degrees offered by the institution.,Accreditation,0.34,0.0,0.854,0.146,Positive
Ait pune,AIT Pune's facilities are well-maintained creating a conducive learning environment.,Facilities,0.296,0.0,0.784,0.216,Positive
Ait pune,The placement process at AIT Pune is not as transparent as it should be.,Placement,0.0,0.0,1.0,0.0,Neutral
Ait pune,Some students have expressed dissatisfaction with the placement opportunities provided by AIT Pune.,Placement,-0.1531,0.19,0.655,0.155,Negative
Ait pune,The placement assistance offered by AIT Pune needs improvement according to some students.,Placement,0.4588,0.0,0.8,0.2,Positive
Ait pune,Several students have reported issues with the placement support system at AIT Pune.,Placement,0.4019,0.0,0.816,0.184,Positive
Ait pune,The placement record of AIT Pune has been inconsistent  with some students struggling to secure placements.,Placement,-0.1027,0.146,0.729,0.125,Negative
Ait pune,Overall the placement experience at AIT Pune has been positive for most students.,Placement,0.5574,0.0,0.769,0.231,Positive
Ait pune,Many students have praised the placement support provided by AIT Pune.,Placement,0.7096,0.0,0.604,0.396,Positive
Ait pune,The placement cell at AIT Pune is proactive and helpful ensuring students are well-prepared for job interviews.,Placement,0.7717,0.0,0.645,0.355,Positive
Ait pune,AIT Pune offers a wide range of placement opportunities in diverse industries.,Placement,0.3818,0.0,0.794,0.206,Positive
Ait pune,Students appreciate the personalized attention they receive from the placement team at AIT Pune.,Placement,0.4019,0.0,0.828,0.172,Positive
Ait pune,The placement process at AIT Pune is rigorous but rewarding preparing students for the challenges of the corporate world.,Placement,0.6705,0.066,0.678,0.256,Positive
Ait pune,The placement assistance provided by AIT Pune has been instrumental in securing internships and job offers for many students.,Placement,0.3182,0.0,0.887,0.113,Positive
Ait pune,Despite some challenges the placement cell at AIT Pune continues to strive for excellence ensuring students' success in their careers.,Placement,0.865,0.045,0.59,0.365,Positive
Ait pune,The placement record of AIT Pune reflects the dedication and hard work of both students and faculty.,Placement,-0.1027,0.08,0.92,0.0,Negative
Ait pune,Positive feedback from recruiters highlights the quality of students graduating from AIT Pune.,Placement,0.5574,0.0,0.769,0.231,Positive
Ait pune,Students commend the efforts of the placement cell at AIT Pune in organizing campus recruitment drives and industry interactions.,Placement,0.4404,0.0,0.861,0.139,Positive
Ait pune,The placement cell at AIT Pune goes above and beyond to assist students in securing internships and job placements.,Placement,0.3182,0.0,0.887,0.113,Positive
Ait pune,The placement process at AIT Pune is well-structured ensuring students are prepared for the competitive job market.,Placement,0.5719,0.0,0.711,0.289,Positive
Ait pune,The placement assistance provided by AIT Pune has been pivotal in shaping the career paths of many students.,Placement,0.0,0.0,1.0,0.0,Neutral
Ait pune,Despite the challenges posed by the pandemic AIT Pune's placement cell has adapted well offering virtual recruitment drives and online placement assistance.,Placement,0.2211,0.052,0.858,0.09,Positive
Ait pune,The placement cell at AIT Pune maintains strong ties with industry partners facilitating smooth recruitment processes for students.,Placement,0.5106,0.0,0.837,0.163,Positive
Ait pune,While the placement process at AIT Pune can be demanding students appreciate the guidance and support provided by faculty and mentors.,Placement,0.5423,0.075,0.711,0.213,Positive
Ait pune,The placement cell at AIT Pune continuously updates its strategies to align with industry trends ensuring students are well-equipped for the job market.,Placement,0.2732,0.0,0.913,0.087,Positive
Ait pune,The placement record of AIT Pune reflects the institution's commitment to providing quality education and grooming students for successful careers.,Placement,0.7506,0.0,0.738,0.262,Positive
Ait pune,Some students have expressed dissatisfaction with the placement process at AIT Pune citing a lack of individualized attention and support.,Placement,-0.4215,0.227,0.661,0.112,Negative
Ait pune,The placement opportunities provided by AIT Pune have been limited for certain disciplinesprompting concerns among students.,Placement,0.4215,0.097,0.663,0.24,Positive
Ait pune,The placement assistance at AIT Pune could be more proactive in identifying and addressing the specific needs and preferences of students.,Placement,0.4754,0.0,0.866,0.134,Positive
Ait pune,Despite efforts to enhance the placement process AIT Pune still faces challenges in securing placements for all its students especially during economic downturns.,Placement,0.3818,0.0,0.854,0.146,Positive
"G.H. Raisoni College of Engineering, Nagpur","The faculty at G.H. Raisoni College of Engineering, Nagpur, is highly knowledgeable and supportive.",Faculty,0.3535,0.0,0.841,0.159,Positive
